Date;Closing_rate;Change;Turnover;Transactions
27.03.2000;23,8;-0,02079077;520237;828
28.03.2000;24;0,00836825;830048;1166
29.03.2000;23,8;-0,00836825;706267;987
30.03.2000;23,3;-0,02123222;379844;729
31.03.2000;23,3;0;409289;739
03.04.2000;22,6;-0,030503454;416884;746
04.04.2000;22,5;-0,004434597;699977;1112
05.04.2000;22,2;-0,01342302;845495;1121
06.04.2000;22,5;0,01342302;457367;811
07.04.2000;22,5;0;569526;1000
10.04.2000;23,1;0,026317308;523808;742
11.04.2000;22,9;-0,008695707;372782;916
12.04.2000;23,4;0,021599112;530932;931
13.04.2000;23,4;0;399996;674
14.04.2000;23,3;-0,004282662;542880;1004
17.04.2000;22,1;-0,052875752;1032223;1543
18.04.2000;22,2;0,00451468;573787;744
19.04.2000;22;-0,009049836;739872;600
20.04.2000;22,3;0,013544225;443273;613
25.04.2000;22,5;0,008928631;369720;480
26.04.2000;22,2;-0,01342302;309132;577
27.04.2000;22,2;0;480054;634
28.04.2000;22,4;0,00896867;212760;472
04.05.2000;22;-0,018018506;193634;528
05.05.2000;22;0;151339;566
08.05.2000;21,9;-0,004555817;138011;560
09.05.2000;22;0,004555817;325570;631
10.05.2000;22,3;0,013544225;256477;681
11.05.2000;22,6;0,013363228;449688;741
12.05.2000;22,2;-0,017857617;274289;601
15.05.2000;22;-0,009049836;212207;699
16.05.2000;22,5;0,022472856;396881;790
17.05.2000;22,4;-0,00445435;323594;684
18.05.2000;21,9;-0,022574322;513844;765
19.05.2000;21,6;-0,013793322;567759;683
22.05.2000;21,2;-0,018692133;235457;611
23.05.2000;20,8;-0,019048195;528578;753
24.05.2000;20,3;-0,024332101;616103;980
25.05.2000;20,7;0,019512814;545184;694
26.05.2000;20,3;-0,019512814;636483;768
29.05.2000;20,5;0,009804;342318;632
30.05.2000;20,8;0,014528101;215903;558
31.05.2000;20,8;0;457090;517
01.06.2000;21,1;0,014320054;315283;585
02.06.2000;21,2;0,004728141;290865;533
05.06.2000;22,4;0,055059777;578681;800
06.06.2000;21,2;-0,055059777;331468;814
07.06.2000;22;0,037041272;523270;734
08.06.2000;21,7;-0,013730193;514534;855
09.06.2000;21,7;0;394360;469
12.06.2000;21,5;-0,009259325;190877;463
13.06.2000;21,7;0,009259325;340930;472
14.06.2000;22,3;0,027274418;1404457;1361
15.06.2000;22,1;-0,00900907;436221;1040
16.06.2000;21,7;-0,018265348;477207;586
19.06.2000;21,7;0;510390;593
20.06.2000;22;0,013730193;412151;681
21.06.2000;21,8;-0,009132484;233460;709
23.06.2000;21,9;0,004576667;374880;534
26.06.2000;21,4;-0,023095715;491341;592
27.06.2000;21,1;-0,014117882;470236;549
28.06.2000;21,1;0;409181;425
29.06.2000;21,1;0;1273651;726
30.06.2000;20,7;-0,01913934;829135;789
03.07.2000;20,8;0,004819286;1008942;1358
04.07.2000;20,8;0;1302176;1250
05.07.2000;21;0,009569451;1164833;1214
