Date;Closing_rate;Change;Turnover;Transactions
20.09.2002;16,85;0,005952399;841247;525
23.09.2002;16,7;-0,008941937;602536;433
24.09.2002;16,25;-0,027315811;933864;965
25.09.2002;16,7;0,027315811;934298;684
26.09.2002;16,45;-0,015083242;919157;999
27.09.2002;16,4;-0,003044142;585819;585
30.09.2002;16,2;-0,012270093;1414219;860
01.10.2002;16,15;-0,003091193;570641;668
02.10.2002;16,25;0,006172859;639901;514
03.10.2002;16,45;0,012232568;462100;482
04.10.2002;16,5;0,003034904;365828;454
07.10.2002;16,45;-0,003034904;276961;466
08.10.2002;16,6;0,009077218;290337;368
09.10.2002;16,75;0,008995563;364097;409
10.10.2002;16,85;0,005952399;1128357;635
11.10.2002;17,25;0,023461487;1301158;939
14.10.2002;17,3;0,002894358;527849;445
15.10.2002;17,65;0,020029282;919032;904
16.10.2002;17,4;-0,014265577;672798;618
17.10.2002;17,55;0,008583744;337123;363
18.10.2002;17,85;0,016949558;1075112;834
21.10.2002;17,9;0,002797205;1027465;1186
22.10.2002;18,15;0,013869848;646272;721
23.10.2002;17,85;-0,016667052;534890;740
24.10.2002;18;0,00836825;260436;456
25.10.2002;17,85;-0,00836825;645096;512
28.10.2002;18,7;0,046520016;1231466;1002
29.10.2002;18,55;-0,008053735;851889;830
30.10.2002;18,85;0,016043125;1151031;1200
31.10.2002;19,2;0,018397365;404804;1549
04.11.2002;19,15;-0,002607563;346810;637
05.11.2002;18,9;-0,013140794;371140;684
06.11.2002;18,7;-0,010638398;711158;818
07.11.2002;18,8;0,005333346;427021;571
08.11.2002;19;0,010582109;529153;500
12.11.2002;19,1;0,005249356;216457;494
13.11.2002;19,15;0,002614381;136476;295
14.11.2002;19,55;0,020672571;1116968;945
15.11.2002;18,7;-0,044451763;1282219;983
18.11.2002;18,75;0,002670229;601694;662
19.11.2002;18,5;-0,01342302;943438;562
20.11.2002;18,4;-0,005420067;668249;633
21.11.2002;18,8;0,021506205;1423345;903
22.11.2002;18,85;0,002656044;998414;696
25.11.2002;19,3;0,023592182;977434;925
26.11.2002;19,05;-0,013037994;749386;694
27.11.2002;19,3;0,013037994;917933;698
28.11.2002;19,1;-0,010416761;491690;406
29.11.2002;18,7;-0,021164811;1155403;796
02.12.2002;19,4;0,036749542;883199;927
03.12.2002;19,1;-0,015584731;726010;701
04.12.2002;18,85;-0,013175421;703245;593
05.12.2002;18,85;0;352916;409
06.12.2002;18,6;-0,013351333;464494;843
09.12.2002;18,4;-0,010810916;696443;667
10.12.2002;18;-0,021978907;1113113;910
11.12.2002;17,9;-0,005571045;1101341;903
12.12.2002;18,3;0,022100347;1666085;880
13.12.2002;18,3;0;271003;485
16.12.2002;18,3;0;385059;511
17.12.2002;18,1;-0,010989122;365318;579
18.12.2002;17,7;-0,022347299;1282379;1118
19.12.2002;17,7;0;675653;614
20.12.2002;17,5;-0,011363759;513470;573
23.12.2002;17,75;0,014184635;310684;333
27.12.2002;17,85;0,005617992;111721;298
30.12.2002;17,75;-0,005617992;368781;396
31.12.2002;17,7;-0,002820876;160470;184
02.01.2003;17,7;0;240955;262
03.01.2003;18,5;0,044206093;1329305;851
06.01.2003;18,7;0,010752792;708266;648
07.01.2003;18,7;0;611484;471
08.01.2003;18,25;-0,024358444;538315;433
09.01.2003;18,3;0,00273598;1070953;645
10.01.2003;18,15;-0,008230499;658166;690
13.01.2003;18,6;0,02449102;1040932;763
14.01.2003;18,75;0,008032172;458945;513
15.01.2003;18,7;-0,002670229;597194;520
16.01.2003;18,45;-0,013459153;323888;316
17.01.2003;18,05;-0,021918686;492844;456
20.01.2003;18,05;0;138220;235
21.01.2003;17,8;-0,013947227;407407;599
22.01.2003;17,55;-0,014144507;1078112;764
23.01.2003;17,85;0,016949558;627961;483
24.01.2003;17,4;-0,025533302;699416;453
27.01.2003;17,2;-0,011560822;530552;548
28.01.2003;17,15;-0,00291121;188940;336
29.01.2003;17,35;0,011594333;575581;531
30.01.2003;17,25;-0,005780363;132589;219
31.01.2003;17,2;-0,00290276;356387;341
03.02.2003;17,5;0,017291497;181725;346
04.02.2003;17;-0,028987537;1127060;584
05.02.2003;16,95;-0,00294551;239448;531
06.02.2003;16,55;-0,023881732;585695;623
07.02.2003;16,7;0,009022618;212941;338
10.02.2003;17,1;0,023669744;677637;508
11.02.2003;17,5;0,023122417;386929;443
12.02.2003;17,35;-0,008608375;139757;252
13.02.2003;17,55;0,011461444;255683;351
14.02.2003;17,7;0,00851069;185786;351
17.02.2003;17,6;-0,005665738;292407;335
18.02.2003;17,45;-0,008559253;680465;411
19.02.2003;17,5;0,002861232;687263;358
20.02.2003;17,75;0,014184635;414860;352
21.02.2003;17,8;0,002812941;496983;340
24.02.2003;17,45;-0,019858809;458317;351
25.02.2003;17,1;-0,020261185;737345;457
26.02.2003;17,2;0,00583092;295038;257
27.02.2003;17,15;-0,00291121;397731;219
28.02.2003;17,15;0;213382;326
03.03.2003;16,95;-0,01173034;344260;387
04.03.2003;16,5;-0,026907453;889707;616
05.03.2003;16,45;-0,003034904;755924;490
06.03.2003;16,45;0;368406;274
07.03.2003;16,55;0,006060625;801618;372
10.03.2003;17,1;0,032692362;1112295;874
11.03.2003;16,95;-0,00881063;384573;347
12.03.2003;16,85;-0,005917177;493110;395
13.03.2003;16,9;0,002962965;311522;293
14.03.2003;16,75;-0,008915364;195061;286
17.03.2003;16,65;-0,005988042;208131;375
18.03.2003;17,3;0,038296285;2075910;963
19.03.2003;17,1;-0,011628038;705728;504
20.03.2003;17,25;0,00873368;564724;281
21.03.2003;17,4;0,008658063;309682;332
24.03.2003;17,15;-0,014472033;342696;330
25.03.2003;16,95;-0,01173034;711201;444
26.03.2003;17,1;0,00881063;661108;496
27.03.2003;16,95;-0,00881063;357863;363
28.03.2003;17;0,00294551;150578;220
31.03.2003;16,7;-0,017804625;815253;456
01.04.2003;16,7;0;310044;236
02.04.2003;16,8;0,005970167;566004;534
03.04.2003;17,2;0,023530497;807893;606
04.04.2003;17,2;0;1475607;488
07.04.2003;17,6;0,022989518;1016763;656
08.04.2003;17,35;-0,014306396;294212;409
09.04.2003;17,15;-0,011594333;426681;474
10.04.2003;16,8;-0,020619287;425313;649
11.04.2003;16,9;0,005934736;464202;459
14.04.2003;16,75;-0,008915364;719980;496
15.04.2003;16,8;0,002980628;538962;396
16.04.2003;16,8;0;688809;508
17.04.2003;17,2;0,023530497;457996;365
22.04.2003;17,4;0,011560822;355243;372
23.04.2003;17,75;0,01991531;1113328;726
24.04.2003;17,3;-0,025679014;604851;483
25.04.2003;17,65;0,020029282;425963;409
28.04.2003;17,9;0,014064929;703860;609
29.04.2003;18,2;0,016620881;731845;706
30.04.2003;17,95;-0,013831479;606991;467
02.05.2003;18,25;0,016574965;314974;253
05.05.2003;18,4;0,008185585;266546;400
06.05.2003;18,6;0,010810916;843081;625
07.05.2003;18,4;-0,010810916;450874;378
08.05.2003;18,25;-0,008185585;316889;341
09.05.2003;18,7;0,024358444;406942;387
12.05.2003;18,6;-0,005361943;576593;450
13.05.2003;18,35;-0,013532006;1683822;1152
14.05.2003;18,45;0,005434796;2970962;1192
15.05.2003;17,95;-0,027474256;2169284;1252
16.05.2003;17,8;-0,008391658;459553;392
19.05.2003;17,55;-0,014144507;1164141;650
20.05.2003;17,6;0,002844952;553982;437
21.05.2003;17,8;0,011299555;774363;637
22.05.2003;17,55;-0,014144507;633169;668
23.05.2003;17,65;0,005681833;366488;409
26.05.2003;17,65;0;533468;297
27.05.2003;17,6;-0,002836881;700689;548
28.05.2003;17,95;0,019691213;617115;576
29.05.2003;18,15;0,011080446;906389;666
30.05.2003;18,25;0,005494519;544005;457
02.06.2003;18,05;-0,011019395;583960;430
03.06.2003;18,1;0,002766253;667592;473
04.06.2003;18,1;0;1085103;652
05.06.2003;18,25;0,008253142;661016;471
06.06.2003;18,5;0,013605652;629195;559
09.06.2003;18,25;-0,013605652;658536;557
10.06.2003;17,95;-0,016574965;633390;484
11.06.2003;18,3;0,019310945;417605;341
12.06.2003;18,45;0,008163311;378041;447
13.06.2003;18,35;-0,005434796;281788;234
16.06.2003;18,3;-0,002728515;153676;229
17.06.2003;18,45;0,008163311;424821;472
18.06.2003;18,7;0,013459153;1501694;1222
20.06.2003;18,8;0,005333346;550845;652
23.06.2003;18,75;-0,002663117;235782;305
24.06.2003;18,65;-0,005347606;293640;282
25.06.2003;19;0,018592833;1387585;718
26.06.2003;19,15;0,007863736;1452906;572
27.06.2003;19;-0,007863736;1411456;627
30.06.2003;18,95;-0,002635048;578908;433
01.07.2003;18,8;-0,007947062;603906;355
02.07.2003;19,2;0,021053409;1686471;778
03.07.2003;19,5;0,015504187;1413256;870
04.07.2003;20,1;0,030305349;1295705;1202
07.07.2003;21,2;0,053281367;1957992;1524
08.07.2003;20,9;-0,014252023;1740938;1564
09.07.2003;21,1;0,009523882;507882;859
10.07.2003;21,2;0,004728141;1153890;1369
11.07.2003;21,3;0,004705891;954752;794
14.07.2003;21,8;0,023202897;1173274;941
15.07.2003;21,8;0;892340;786
16.07.2003;21,6;-0,009216655;579763;567
17.07.2003;21,4;-0,009302393;1152931;723
18.07.2003;21,5;0,004662013;857202;448
21.07.2003;21,8;0,013857035;812906;590
22.07.2003;21,5;-0,013857035;1132672;502
23.07.2003;21;-0,023530497;1429190;679
24.07.2003;21,2;0,009478744;961859;559
25.07.2003;21,6;0,018692133;1167482;630
28.07.2003;22,6;0,045256592;1778481;1752
29.07.2003;22,5;-0,004434597;791300;905
30.07.2003;22,2;-0,01342302;662344;830
31.07.2003;22,4;0,00896867;1642983;912
01.08.2003;22,3;-0,00447428;641622;658
04.08.2003;21,8;-0,022676709;388178;423
05.08.2003;21,9;0,004576667;761090;420
06.08.2003;21,7;-0,009174376;614672;352
07.08.2003;22,8;0,049448275;1323277;1014
08.08.2003;22,6;-0,00881063;1318163;945
11.08.2003;22,9;0,013187004;895846;604
12.08.2003;23,3;0,01731645;1865398;1125
13.08.2003;23;-0,012959145;2463866;1144
14.08.2003;23,3;0,012959145;1329736;740
18.08.2003;23,3;0;945911;719
19.08.2003;23;-0,012959145;1314908;695
20.08.2003;23,2;0,008658063;811358;611
21.08.2003;24;0,033901552;1393135;1250
22.08.2003;24,7;0,028749413;2915348;2100
25.08.2003;24,6;-0,004056801;1565700;1069
26.08.2003;24,2;-0,01639381;2644195;1178
27.08.2003;24,4;0,008230499;1141920;1070
28.08.2003;24,2;-0,008230499;682056;806
29.08.2003;24,7;0,02045061;1743777;987
01.09.2003;25,3;0,024001152;2404747;1568
02.09.2003;24,9;-0,015936592;1742190;1378
03.09.2003;24;-0,036813973;3842062;1669
04.09.2003;23,4;-0,025317808;2174054;1299
05.09.2003;23,4;0;1549490;944
08.09.2003;23,6;0,00851069;1078076;824
09.09.2003;23,4;-0,00851069;728090;658
10.09.2003;23,1;-0,012903405;1076106;821
11.09.2003;23,5;0,017167804;1000508;641
12.09.2003;23,2;-0,012848142;594498;553
15.09.2003;23,4;0,008583744;511346;562
16.09.2003;24,1;0,029475818;1046845;796
17.09.2003;23,9;-0,008333382;779657;782
18.09.2003;24,2;0,012474174;511619;551
19.09.2003;24,4;0,008230499;776492;782
22.09.2003;23,4;-0,04184711;566363;517
23.09.2003;23,4;0;497092;452
24.09.2003;24;0,025317808;1300567;729
25.09.2003;24,1;0,00415801;667633;556
26.09.2003;24,4;0,012371292;533567;531
29.09.2003;24,1;-0,012371292;236102;391
30.09.2003;23,7;-0,016736792;627436;579
01.10.2003;23,6;-0,004228336;1410811;631
02.10.2003;23,9;0,012631747;685621;437
03.10.2003;23,9;0;391288;340
06.10.2003;24,4;0,020704673;866760;771
07.10.2003;24,6;0,008163311;1099514;883
08.10.2003;25,3;0,028057953;2509899;1862
09.10.2003;25,8;0,019570096;1551304;1409
10.10.2003;25,8;0;943445;868
13.10.2003;25,5;-0,01169604;735527;918
14.10.2003;26,5;0,038466281;1480318;1313
15.10.2003;26,4;-0,003780723;1322817;1360
16.10.2003;25,6;-0,030771659;826354;985
17.10.2003;25,7;0,00389864;1069309;961
20.10.2003;25,6;-0,00389864;440130;455
21.10.2003;25,5;-0,003913899;553780;630
22.10.2003;25,1;-0,015810606;1302008;899
23.10.2003;25,6;0,019724505;605482;635
24.10.2003;25;-0,023716527;655396;634
27.10.2003;24,8;-0,008032172;557335;560
28.10.2003;26;0,047252885;1159013;985
29.10.2003;25,8;-0,007722046;1062238;904
30.10.2003;26;0,007722046;679181;590
31.10.2003;25,7;-0,011605546;356376;350
03.11.2003;25,8;0,0038835;1017847;757
04.11.2003;25,2;-0,023530497;598551;566
05.11.2003;25,4;0,00790518;566296;488
06.11.2003;25,7;0,011741818;504426;521
07.11.2003;25,9;0,007751977;472013;574
10.11.2003;26,5;0,022901764;284590;480
12.11.2003;25,8;-0,026770241;628244;687
13.11.2003;25,9;0,003868477;470978;480
14.11.2003;26;0,003853569;552473;532
17.11.2003;24,9;-0,043228735;929092;862
18.11.2003;24,6;-0,012121361;677744;728
19.11.2003;23,6;-0,041499731;1531451;904
20.11.2003;23,1;-0,021414095;1644639;1031
21.11.2003;23,5;0,017167804;1030552;906
24.11.2003;23,9;0,016878038;905095;599
25.11.2003;23,2;-0,02972618;964103;645
26.11.2003;23,5;0,012848142;987332;537
27.11.2003;23,6;0,004246291;194453;263
28.11.2003;23,3;-0,012793351;1029012;648
01.12.2003;24,5;0,050219757;722642;704
02.12.2003;24,6;0,004073325;580630;737
03.12.2003;24,8;0,00809721;376062;536
04.12.2003;24,1;-0,028631813;617888;723
05.12.2003;23,7;-0,016736792;948877;706
08.12.2003;24,1;0,016736792;1218370;749
09.12.2003;24;-0,00415801;744438;647
10.12.2003;23,6;-0,016807118;963893;778
11.12.2003;24,3;0,029229638;885608;727
12.12.2003;24,9;0,024391453;1756771;974
15.12.2003;25;0,004008021;974577;1030
16.12.2003;25,4;0,015873349;470854;777
17.12.2003;24,9;-0,019881371;532229;1077
18.12.2003;25;0,004008021;404119;510
19.12.2003;24,9;-0,004008021;859779;720
22.12.2003;24,8;-0,00402415;351080;588
23.12.2003;25,2;0,016000341;824368;948
29.12.2003;25,2;0;251382;440
30.12.2003;25;-0,00796817;314931;438
31.12.2003;25;0;161300;250
02.01.2004;26;0,039220713;457631;527
05.01.2004;27,1;0,04143719;1546735;1334
06.01.2004;26,7;-0,014870162;1037260;880
07.01.2004;26,5;-0,007518832;634815;602
08.01.2004;26,7;0,007518832;1179502;822
09.01.2004;25,9;-0,030420597;856469;745
12.01.2004;26,3;0,01532597;377345;508
13.01.2004;26,6;0,011342277;806369;633
14.01.2004;26,1;-0,018975901;632070;637
15.01.2004;26,2;0,003824096;831068;689
16.01.2004;25,6;-0,023167059;532822;628
19.01.2004;25,9;0,011650617;224168;348
20.01.2004;26;0,003853569;285955;375
21.01.2004;26;0;582891;414
22.01.2004;26,3;0,011472401;481632;540
23.01.2004;26,5;0,007575794;1037115;640
26.01.2004;26,3;-0,007575794;561153;395
27.01.2004;26,4;0,003795071;334556;338
28.01.2004;25,8;-0,022989518;1362978;803
29.01.2004;25,8;0;1361769;685
30.01.2004;26,4;0,022989518;1405234;700
02.02.2004;26,7;0,011299555;1164903;844
03.02.2004;26,2;-0,018904155;289793;353
04.02.2004;26,4;0,007604599;225811;228
05.02.2004;26;-0,015267472;546437;322
06.02.2004;26,7;0,026567027;707623;498
09.02.2004;27,4;0,025879448;848106;1060
10.02.2004;27,8;0,014493007;831219;891
11.02.2004;28;0,007168489;1227598;1148
12.02.2004;28,1;0,003565066;466419;549
13.02.2004;27,9;-0,007142888;561712;561
16.02.2004;28,2;0,010695289;578449;543
17.02.2004;28;-0,007117468;396237;454
18.02.2004;27,9;-0,003577821;511242;526
19.02.2004;27,7;-0,007194276;296764;363
20.02.2004;28,4;0,024956732;840324;737
23.02.2004;28,3;-0,003527341;592096;549
24.02.2004;27,4;-0,032318791;1206953;792
25.02.2004;27,4;0;631096;454
26.02.2004;27,6;0,007272759;967870;977
27.02.2004;28,5;0,032088315;627221;433
01.03.2004;29,4;0,031090587;1506030;1329
02.03.2004;29,3;-0,003407158;693343;671
03.03.2004;28,9;-0,013745921;586654;397
04.03.2004;29;0,003454235;829346;432
05.03.2004;29,2;0,006872879;440999;581
08.03.2004;29,5;0,010221554;782841;540
09.03.2004;28,7;-0,027493141;566407;495
10.03.2004;28,6;-0,003490405;435314;408
11.03.2004;28,1;-0,017637141;706955;633
12.03.2004;28,8;0,024605811;719803;588
15.03.2004;27,9;-0,031748698;355926;374
16.03.2004;28;0,003577821;845337;448
17.03.2004;28,3;0,010657294;816414;515
18.03.2004;27,8;-0,017825784;572900;484
19.03.2004;27,8;0;963945;608
22.03.2004;27,6;-0,007220248;448373;311
23.03.2004;28;0,014388737;637910;415
24.03.2004;27,8;-0,007168489;513042;420
25.03.2004;28;0,007168489;950270;406
26.03.2004;28,1;0,003565066;406136;334
29.03.2004;28,7;0,021127546;557851;542
30.03.2004;28,9;0,006944472;165215;281
31.03.2004;28,5;-0,013937508;649643;421
01.04.2004;28,4;-0,003514942;310206;264
02.04.2004;28,8;0,013986242;825013;595
05.04.2004;29;0,006920443;490681;354
06.04.2004;29;0;431133;379
07.04.2004;28,8;-0,006920443;822810;372
08.04.2004;29,4;0,020619287;571892;440
13.04.2004;30,5;0,036732009;1141044;1169
14.04.2004;30,4;-0,003284075;1055476;636
15.04.2004;30,7;0,009820046;461626;526
16.04.2004;30,8;0,003252035;422633;419
19.04.2004;30,5;-0,009788006;692415;724
20.04.2004;30,2;-0,009884759;1003776;611
21.04.2004;30,6;0,013158085;464324;460
22.04.2004;29,4;-0,040005335;1048407;619
23.04.2004;29,7;0,010152371;363044;369
26.04.2004;29,5;-0,006756782;264893;358
27.04.2004;29;-0,017094433;494515;458
28.04.2004;29,2;0,006872879;739427;327
29.04.2004;28,8;-0,013793322;715255;733
30.04.2004;28,8;0;285775;298
04.05.2004;29,6;0,027398974;630928;524
05.05.2004;29,4;-0,006779687;985457;243
06.05.2004;29,3;-0,003407158;541222;309
07.05.2004;29,2;-0,003418807;1206281;592
10.05.2004;28,1;-0,038399133;910466;556
11.05.2004;27,2;-0,032552603;1059544;612
12.05.2004;27,7;0,01821544;675528;391
13.05.2004;27;-0,025595547;616779;421
14.05.2004;27,6;0,021978907;961968;392
17.05.2004;27,3;-0,010929071;901750;434
18.05.2004;27,4;0,003656311;578115;357
19.05.2004;28;0,021661497;862999;546
20.05.2004;28;0;374846;263
21.05.2004;28,2;0,007117468;356291;373
24.05.2004;28,2;0;363982;295
25.05.2004;27,5;-0,025135973;990051;598
26.05.2004;28;0,018018506;566993;482
27.05.2004;28,1;0,003565066;408360;383
28.05.2004;28,4;0,010619569;521649;366
31.05.2004;28,3;-0,003527341;58537;171
01.06.2004;28,5;0,007042283;294859;241
02.06.2004;28,4;-0,003514942;305545;367
03.06.2004;28;-0,014184635;480703;379
04.06.2004;27,8;-0,007168489;802274;392
07.06.2004;28,2;0,014285957;1165034;357
08.06.2004;28,4;0,007067167;672114;450
09.06.2004;28,3;-0,003527341;833805;319
11.06.2004;28,3;0;362692;258
14.06.2004;28;-0,010657294;559218;355
15.06.2004;28,2;0,007117468;885872;373
16.06.2004;28,3;0,003539827;621421;261
17.06.2004;28,1;-0,007092228;391986;232
18.06.2004;28,3;0,007092228;541812;316
21.06.2004;28,9;0,02097979;359269;259
22.06.2004;28,7;-0,006944472;130677;151
23.06.2004;28,8;0,003478264;460909;414
24.06.2004;28,8;0;391874;250
25.06.2004;29,1;0,010362787;480076;292
28.06.2004;29,2;0,003430535;431399;257
29.06.2004;29,3;0,003418807;515772;212
30.06.2004;29,8;0,016920877;1320364;460
01.07.2004;29,6;-0,006734032;532965;277
02.07.2004;29,1;-0,017036187;112752;161
05.07.2004;29,2;0,003430535;166444;147
06.07.2004;28,9;-0,010327114;254516;214
07.07.2004;29,4;0,017153079;1263948;390
08.07.2004;29,5;0,003395589;1020880;278
09.07.2004;29,3;-0,006802747;480406;179
12.07.2004;29,5;0,006802747;580547;393
13.07.2004;29,4;-0,003395589;536970;278
14.07.2004;29,5;0,003395589;897560;312
15.07.2004;29,4;-0,003395589;554437;236
16.07.2004;30,7;0,04326798;966132;653
19.07.2004;30,6;-0,003262646;786953;391
20.07.2004;30,3;-0,009852296;309407;278
21.07.2004;30,7;0,013114942;839638;462
22.07.2004;30,2;-0,01642073;470309;293
23.07.2004;30,3;0,003305788;261310;246
26.07.2004;30,7;0,013114942;1148127;430
27.07.2004;30,5;-0,006535971;842220;274
28.07.2004;30,8;0,009788006;1702934;788
29.07.2004;29,8;-0,033006296;2076646;646
30.07.2004;29,8;0;836124;310
02.08.2004;30,1;0,010016778;631984;283
03.08.2004;30,4;0,009917437;1138205;410
04.08.2004;30,6;0,006557401;809699;337
05.08.2004;30,5;-0,003273325;590840;273
06.08.2004;30,2;-0,009884759;1362761;362
09.08.2004;29,7;-0,016694879;369987;248
10.08.2004;29,7;0;317056;193
11.08.2004;29,6;-0,003372684;1179591;309
12.08.2004;29,6;0;801683;208
13.08.2004;29,7;0,003372684;879183;445
16.08.2004;29,9;0,006711435;496911;199
17.08.2004;30,4;0,016584128;561694;413
18.08.2004;31;0,019544596;950264;669
19.08.2004;30,7;-0,00972455;559966;432
20.08.2004;31;0,00972455;253359;239
23.08.2004;31,1;0,003220615;487445;348
24.08.2004;32,3;0,037859411;1019445;779
25.08.2004;31,4;-0,028259337;468650;448
26.08.2004;31,7;0,009508788;542010;340
27.08.2004;32,3;0,018750549;604318;391
30.08.2004;31,8;-0,01560094;1321266;522
31.08.2004;32,3;0,01560094;1749227;670
01.09.2004;32,9;0,018405428;1015285;659
02.09.2004;32,5;-0,012232568;436530;537
03.09.2004;32,2;-0,009273637;182561;264
06.09.2004;32,5;0,009273637;131487;256
07.09.2004;33,4;0,027315811;1217226;555
08.09.2004;33,3;-0,002998503;655061;423
09.09.2004;33,3;0;199114;225
10.09.2004;33,5;0,005988042;1056105;707
13.09.2004;33,9;0,011869576;641931;427
14.09.2004;34,5;0,01754431;556091;537
15.09.2004;34,8;0,008658063;494944;420
16.09.2004;34,2;-0,017391743;232741;375
17.09.2004;34;-0,005865119;564933;449
20.09.2004;33,4;-0,017804625;284945;337
21.09.2004;33,5;0,002989539;394493;311
22.09.2004;33,8;0,008915364;353341;251
23.09.2004;33,8;0;362062;272
24.09.2004;32,7;-0,033085725;772011;478
27.09.2004;33,5;0,024170361;548163;434
28.09.2004;34,4;0,026511126;597332;437
29.09.2004;34,3;-0,00291121;296416;294
30.09.2004;34,3;0;1363387;378
01.10.2004;34,2;-0,00291971;372450;237
04.10.2004;35,6;0,040119994;1054397;918
05.10.2004;35,5;-0,002812941;679254;602
06.10.2004;35,5;0;737630;443
07.10.2004;36,3;0,022285045;1502480;579
08.10.2004;36;-0,008298803;962573;575
11.10.2004;35,6;-0,011173301;1034031;416
12.10.2004;34,1;-0,043048254;1312520;539
13.10.2004;34,9;0,023189445;465130;369
14.10.2004;34,4;-0,014430265;601855;590
15.10.2004;35,4;0,028655256;962168;611
18.10.2004;35,4;0;435573;319
19.10.2004;37;0,044206093;960272;739
20.10.2004;37;0;1015333;694
21.10.2004;37,1;0,002699057;503644;409
22.10.2004;37,5;0,010723963;1309886;598
25.10.2004;36,8;-0,018843088;603641;353
26.10.2004;37,3;0,013495481;943800;406
27.10.2004;37,2;-0,002684565;1634972;681
28.10.2004;36,5;-0,018996501;1713350;716
29.10.2004;36,6;0,00273598;739651;459
02.11.2004;36,7;0,002728515;1309012;697
03.11.2004;36,4;-0,00820798;1031113;448
04.11.2004;36,1;-0,008275909;1359258;491
05.11.2004;36;-0,002773927;866020;447
08.11.2004;35;-0,028170877;1265675;638
09.11.2004;36,2;0,033711057;1620049;812
10.11.2004;36,1;-0,002766253;1559990;576
12.11.2004;38,2;0,05654265;3036311;1097
15.11.2004;37,4;-0,021164811;2379366;753
16.11.2004;37,3;-0,002677378;1506686;616
17.11.2004;37,5;0,005347606;2494230;646
18.11.2004;37,1;-0,010723963;10165157;668
19.11.2004;37,3;0,005376357;601320;382
22.11.2004;37,1;-0,005376357;509693;408
23.11.2004;36,8;-0,008119124;531280;459
24.11.2004;36,9;0,002713706;488568;425
25.11.2004;36,7;-0,005434796;374030;291
26.11.2004;36,7;0;210745;235
29.11.2004;37;0,008141158;2312508;644
30.11.2004;37,4;0,010752792;1607509;702
01.12.2004;38,6;0,031581572;1990557;885
02.12.2004;39,7;0,028098911;1479167;965
03.12.2004;39,6;-0,002522069;2109096;841
06.12.2004;39,5;-0,002528446;947251;490
07.12.2004;39,1;-0,010178205;1576702;580
08.12.2004;38,2;-0,023286951;570701;732
09.12.2004;37,8;-0,010526413;786536;565
10.12.2004;37,5;-0,00796817;522270;511
13.12.2004;37,3;-0,005347606;1451377;625
14.12.2004;37,9;0,015957785;1582660;740
15.12.2004;37,5;-0,010610179;1199920;684
16.12.2004;38,5;0,026317308;1485983;745
17.12.2004;38,7;0,005181359;785023;537
20.12.2004;39,1;0,010282867;1282506;782
21.12.2004;38,5;-0,015464226;615772;447
22.12.2004;37,5;-0,026317308;1075136;904
23.12.2004;36,9;-0,016129382;497600;588
24.12.2004;37;0,002706362;92093;216
27.12.2004;37,4;0,010752792;114696;251
28.12.2004;37,5;0,002670229;673345;432
29.12.2004;37,2;-0,008032172;555857;522
30.12.2004;37,7;0,013351333;1053265;553
31.12.2004;37,8;0,002649008;411600;330
03.01.2005;37,5;-0,00796817;608001;627
04.01.2005;37,1;-0,010723963;976661;866
05.01.2005;36,1;-0,027324104;761063;645
06.01.2005;34,9;-0,033806036;1969427;1170
07.01.2005;34,5;-0,011527505;2210852;1475
10.01.2005;34,4;-0,00290276;1897005;891
11.01.2005;35,1;0,020144566;1716983;877
12.01.2005;35,5;0,011331566;1487650;631
13.01.2005;36;0,013986242;1829202;778
14.01.2005;36,5;0,013793322;1644875;567
17.01.2005;36,5;0;751042;464
18.01.2005;36;-0,013793322;1379538;617
19.01.2005;36,4;0,011049836;1426617;585
20.01.2005;36,2;-0,005509656;1055069;414
21.01.2005;35,7;-0,01390843;961279;451
24.01.2005;36;0,00836825;256584;254
25.01.2005;36,3;0,008298803;982581;541
26.01.2005;36,5;0,005494519;1162287;468
27.01.2005;37;0,013605652;1720387;731
28.01.2005;37,9;0,024033199;1694004;982
31.01.2005;38;0,002635048;808988;453
01.02.2005;38,8;0,020834087;1441781;761
02.02.2005;38,8;0;743150;476
03.02.2005;38,8;0;1536485;771
04.02.2005;39,7;0,022930941;955914;764
07.02.2005;40,8;0,027330894;1907811;1218
08.02.2005;40,9;0,002447982;1440960;743
09.02.2005;40,4;-0,012300278;616085;496
10.02.2005;41;0,014742282;2081772;995
11.02.2005;42,2;0,028848154;945738;828
14.02.2005;42,5;0,007083855;553408;740
15.02.2005;43,5;0,023256862;1103342;732
16.02.2005;45,7;0,04933736;2184472;1470
17.02.2005;45,1;-0,013216051;2930752;1701
18.02.2005;44,7;-0,008908745;1058237;1314
21.02.2005;46;0,028667895;1361954;1135
22.02.2005;46;0;2032834;1028
23.02.2005;45,9;-0,002176279;1377738;823
24.02.2005;46,5;0,012987196;1259462;848
25.02.2005;48,4;0,040047501;2398550;1644
28.02.2005;46,5;-0,040047501;1465307;1368
01.03.2005;46,5;0;1183316;959
02.03.2005;45;-0,032789823;1065116;956
03.03.2005;45;0;1171981;873
04.03.2005;46,1;0,02415046;1277579;680
07.03.2005;47,1;0,021460051;1962385;1225
08.03.2005;46,8;-0,006389798;1024615;826
09.03.2005;48,2;0,029475818;2291880;1219
10.03.2005;47,4;-0,016736792;1050690;591
11.03.2005;46;-0,029980832;1634030;1109
14.03.2005;45,8;-0,004357305;845321;755
15.03.2005;45,1;-0,015401845;963202;641
