"TIME","GEO","UNIT","Value","Flag and Footnotes"
"2017","DEA2A","NR","3,231",""
"2017","DEA2B","NR","3,263",""
"2017","DEA2C","NR","6,324",""
"2017","DEA2D","NR","5,909",""
"2017","DEA3","NR","29,203",""
"2017","DEA31","NR","1,563",""
"2017","DEA32","NR","3,465",""
"2017","DEA33","NR","2,668",""
"2017","DEA34","NR","3,714",""
"2017","DEA35","NR","2,282",""
"2017","DEA36","NR","7,886",""
"2017","DEA37","NR","4,628",""
"2017","DEA38","NR","2,997",""
"2017","DEA4","NR","22,907",""
"2017","DEA41","NR","3,623",""
"2017","DEA42","NR","3,713",""
"2017","DEA43","NR","2,995",""
"2017","DEA44","NR","1,749",""
"2017","DEA45","NR","4,295",""
"2017","DEA46","NR","3,758",""
"2017","DEA47","NR","2,774",""
"2017","DEA5","NR","44,181",""
"2017","DEA51","NR","4,526",""
"2017","DEA52","NR","7,040",""
"2017","DEA53","NR","2,511",""
"2017","DEA54","NR","2,036",""
"2017","DEA55","NR","2,169",""
"2017","DEA56","NR","4,235",""
"2017","DEA57","NR","3,304",""
"2017","DEA58","NR","5,166",""
"2017","DEA59","NR","1,470",""
"2017","DEA5A","NR","3,256",""
"2017","DEA5B","NR","3,578",""
"2017","DEA5C","NR","4,890",""
"2017","DEB","NR","47,385",""
"2017","DEB1","NR","18,477",""
"2017","DEB11","NR","1,312",""
"2017","DEB12","NR","1,680",""
"2017","DEB13","NR","1,598",""
"2017","DEB14","NR","1,951",""
"2017","DEB15","NR","1,172",""
"2017","DEB16","NR",":",""
"2017","DEB17","NR","2,455",""
"2017","DEB18","NR","2,234",""
"2017","DEB19","NR",":",""
"2017","DEB1A","NR","1,562",""
"2017","DEB1B","NR","2,347",""
"2017","DEB1C","NR","864",""
"2017","DEB1D","NR","1,302",""
"2017","DEB2","NR","5,975",""
"2017","DEB21","NR","1,146",""
"2017","DEB22","NR","1,360",""
"2017","DEB23","NR","1,116",""
"2017","DEB24","NR","801",""
"2017","DEB25","NR","1,552",""
"2017","DEB3","NR","22,933",""
"2017","DEB31","NR","586",""
"2017","DEB32","NR","1,181",""
"2017","DEB33","NR","503",""
"2017","DEB34","NR","1,887",""
"2017","DEB35","NR","1,937",""
"2017","DEB36","NR","667",""
"2017","DEB37","NR","676",""
"2017","DEB38","NR","665",""
"2017","DEB39","NR","957",""
"2017","DEB3A","NR","449",""
"2017","DEB3B","NR","1,396",""
"2017","DEB3C","NR","1,626",""
"2017","DEB3D","NR","879",""
"2017","DEB3E","NR","1,230",""
"2017","DEB3F","NR","1,213",""
"2017","DEB3G","NR","907",""
"2017","DEB3H","NR","1,259",""
"2017","DEB3I","NR","1,685",""
"2017","DEB3J","NR","2,011",""
"2017","DEB3K","NR","1,219",""
"2017","DEC","NR","13,275",""
"2017","DEC0","NR","13,275",""
"2017","DEC01","NR","4,340",""
"2017","DEC02","NR","1,341",""
"2017","DEC03","NR","1,851",""
"2017","DEC04","NR","2,572",""
"2017","DEC05","NR","1,978",""
"2017","DEC06","NR","1,193",""
"2017","DED","NR","54,689",""
"2017","DED2","NR","20,355",""
"2017","DED21","NR","5,359",""
"2017","DED2C","NR","4,203",""
"2017","DED2D","NR","4,065",""
"2017","DED2E","NR","3,223",""
"2017","DED2F","NR","3,505",""
"2017","DED4","NR","21,720",""
