"TIME","GEO","UNIT","Value","Flag and Footnotes"
"2017","DEA2D","Inhabitants per square kilometre","788.1",""
"2017","DEA3","Inhabitants per square kilometre","379.6",""
"2017","DEA31","Inhabitants per square kilometre","1,173.9",""
"2017","DEA32","Inhabitants per square kilometre","2,489.7",""
"2017","DEA33","Inhabitants per square kilometre","1,035.4",""
"2017","DEA34","Inhabitants per square kilometre","260.4",""
"2017","DEA35","Inhabitants per square kilometre","197.3",""
"2017","DEA36","Inhabitants per square kilometre","819.4",""
"2017","DEA37","Inhabitants per square kilometre","248.2",""
"2017","DEA38","Inhabitants per square kilometre","210.6",""
"2017","DEA4","Inhabitants per square kilometre","316.1",""
"2017","DEA41","Inhabitants per square kilometre","1,285.7",""
"2017","DEA42","Inhabitants per square kilometre","374.4",""
"2017","DEA43","Inhabitants per square kilometre","558.5",""
"2017","DEA44","Inhabitants per square kilometre","118.1",""
"2017","DEA45","Inhabitants per square kilometre","280.5",""
"2017","DEA46","Inhabitants per square kilometre","273.5",""
"2017","DEA47","Inhabitants per square kilometre","246.4",""
"2017","DEA5","Inhabitants per square kilometre","449.5",""
"2017","DEA51","Inhabitants per square kilometre","2,518.8",""
"2017","DEA52","Inhabitants per square kilometre","2,093.6",""
"2017","DEA53","Inhabitants per square kilometre","1,182.4",""
"2017","DEA54","Inhabitants per square kilometre","793.7",""
"2017","DEA55","Inhabitants per square kilometre","3,071.2",""
"2017","DEA56","Inhabitants per square kilometre","798.6",""
"2017","DEA57","Inhabitants per square kilometre","134.0",""
"2017","DEA58","Inhabitants per square kilometre","391.8",""
"2017","DEA59","Inhabitants per square kilometre","191.6",""
"2017","DEA5A","Inhabitants per square kilometre","245.8",""
"2017","DEA5B","Inhabitants per square kilometre","229.1",""
"2017","DEA5C","Inhabitants per square kilometre","725.4",""
"2017","DEB","Inhabitants per square kilometre","206.4",""
"2017","DEB1","Inhabitants per square kilometre","186.1",""
"2017","DEB11","Inhabitants per square kilometre","1,137.2",""
"2017","DEB12","Inhabitants per square kilometre","165.0",""
"2017","DEB13","Inhabitants per square kilometre","200.7",""
"2017","DEB14","Inhabitants per square kilometre","182.3",""
"2017","DEB15","Inhabitants per square kilometre","104.1",""
"2017","DEB16","Inhabitants per square kilometre",":",""
"2017","DEB17","Inhabitants per square kilometre","264.3",""
"2017","DEB18","Inhabitants per square kilometre","293.4",""
"2017","DEB19","Inhabitants per square kilometre",":",""
"2017","DEB1A","Inhabitants per square kilometre","158.0",""
"2017","DEB1B","Inhabitants per square kilometre","203.9",""
"2017","DEB1C","Inhabitants per square kilometre","87.0",""
"2017","DEB1D","Inhabitants per square kilometre","107.3",""
"2017","DEB2","Inhabitants per square kilometre","107.9",""
"2017","DEB21","Inhabitants per square kilometre","965.5",""
"2017","DEB22","Inhabitants per square kilometre","96.8",""
"2017","DEB23","Inhabitants per square kilometre","60.3",""
"2017","DEB24","Inhabitants per square kilometre","66.7",""
"2017","DEB25","Inhabitants per square kilometre","135.6",""
"2017","DEB3","Inhabitants per square kilometre","301.4",""
